rank,title,year,rating,duration,imdb_rating,genre,url,movie_url,popularity_score,oscar_wins,oscar_nominations,star_1,star_1_link,star_2,star_2_link,star_3,star_3_link
206,Ford v Ferrari,2019,PG-13,2h 32m,8.1,"Action, Biography, Drama",https://www.imdb.com/title/tt1950186/,https://www.imdb.com/title/tt1950186/,774,2,0,Matt Damon,https://www.imdb.com/name/nm0000354/?ref_=tt_cst_t_1,Christian Bale,https://www.imdb.com/name/nm0000288/?ref_=tt_cst_t_2,Jon Bernthal,https://www.imdb.com/name/nm1256532/?ref_=tt_cst_t_3
207,Le salaire de la peur,1953,Not Rated,2h 36m,8.1,"Adventure, Drama, Thriller",https://www.imdb.com/title/tt0046268/,https://www.imdb.com/title/tt0046268/,0,1,0,Yves Montand,https://www.imdb.com/name/nm0598971/?ref_=tt_cst_t_1,Charles Vanel,https://www.imdb.com/name/nm0889024/?ref_=tt_cst_t_2,Peter van Eyck,https://www.imdb.com/name/nm0886870/?ref_=tt_cst_t_3
208,On the Waterfront,1954,Approved,1h 48m,8.1,"Crime, Drama, Thriller",https://www.imdb.com/title/tt0047296/,https://www.imdb.com/title/tt0047296/,3600,8,0,Marlon Brando,https://www.imdb.com/name/nm0000008/?ref_=tt_cst_t_1,Karl Malden,https://www.imdb.com/name/nm0001500/?ref_=tt_cst_t_2,Lee J. Cobb,https://www.imdb.com/name/nm0002011/?ref_=tt_cst_t_3
209,Mr. Smith Goes to Washington,1939,Approved,2h 9m,8.1,"Comedy, Drama",https://www.imdb.com/title/tt0031679/,https://www.imdb.com/title/tt0031679/,0,1,0,James Stewart,https://www.imdb.com/name/nm0000071/?ref_=tt_cst_t_1,Jean Arthur,https://www.imdb.com/name/nm0000795/?ref_=tt_cst_t_2,Claude Rains,https://www.imdb.com/name/nm0001647/?ref_=tt_cst_t_3
210,Maharaja,2024,,2h 21m,8.4,"Action, Crime, Drama",https://www.imdb.com/title/tt26548265/,https://www.imdb.com/title/tt26548265/,953,0,0,Vijay Sethupathi,https://www.imdb.com/name/nm4043111/?ref_=tt_cst_t_1,Anurag Kashyap,https://www.imdb.com/name/nm0440604/?ref_=tt_cst_t_2,Mamta Mohandas,https://www.imdb.com/name/nm1952830/?ref_=tt_cst_t_3
211,Smultronstället,1957,Not Rated,1h 32m,8.1,"Drama, Romance",https://www.imdb.com/title/tt0050986/,https://www.imdb.com/title/tt0050986/,2890,0,1,Victor Sjöström,https://www.imdb.com/name/nm0803705/?ref_=tt_cst_t_1,Bibi Andersson,https://www.imdb.com/name/nm0000761/?ref_=tt_cst_t_2,Ingrid Thulin,https://www.imdb.com/name/nm0862026/?ref_=tt_cst_t_3
212,The Third Man,1949,Approved,1h 44m,8.1,"Drama, Film-Noir, Mystery",https://www.imdb.com/title/tt0041959/,https://www.imdb.com/title/tt0041959/,2972,1,0,Orson Welles,https://www.imdb.com/name/nm0000080/?ref_=tt_cst_t_1,Joseph Cotten,https://www.imdb.com/name/nm0001072/?ref_=tt_cst_t_2,Alida Valli,https://www.imdb.com/name/nm0885098/?ref_=tt_cst_t_3
213,Logan,2017,R,2h 17m,8.1,"Action, Drama, Sci-Fi",https://www.imdb.com/title/tt3315342/,https://www.imdb.com/title/tt3315342/,1161,0,1,Hugh Jackman,https://www.imdb.com/name/nm0413168/?ref_=tt_cst_t_1,Patrick Stewart,https://www.imdb.com/name/nm0001772/?ref_=tt_cst_t_2,Dafne Keen,https://www.imdb.com/name/nm6748436/?ref_=tt_cst_t_3
214,Rocky,1976,PG,2h,8.1,"Drama, Sport",https://www.imdb.com/title/tt0075148/,https://www.imdb.com/title/tt0075148/,1186,3,0,Sylvester Stallone,https://www.imdb.com/name/nm0000230/?ref_=tt_cst_t_1,Talia Shire,https://www.imdb.com/name/nm0001735/?ref_=tt_cst_t_2,Burt Young,https://www.imdb.com/name/nm0949350/?ref_=tt_cst_t_3
215,Tôkyô monogatari,1953,Not Rated,2h 17m,8.1,Drama,https://www.imdb.com/title/tt0046438/,https://www.imdb.com/title/tt0046438/,0,0,0,Chishû Ryû,https://www.imdb.com/name/nm0753479/?ref_=tt_cst_t_1,Chieko Higashiyama,https://www.imdb.com/name/nm0383261/?ref_=tt_cst_t_2,Sô Yamamura,https://www.imdb.com/name/nm0945522/?ref_=tt_cst_t_3
216,Kimetsu no Yaiba: Tsuzumi Yashiki-hen,2021,,1h 27m,8.6,"Animation, Action, Fantasy",https://www.imdb.com/title/tt16492678/,https://www.imdb.com/title/tt16492678/,0,0,0,,,,,,
217,The Big Lebowski,1998,R,1h 57m,8.1,"Comedy, Crime",https://www.imdb.com/title/tt0118715/,https://www.imdb.com/title/tt0118715/,439,0,0,Jeff Bridges,https://www.imdb.com/name/nm0000313/?ref_=tt_cst_t_1,John Goodman,https://www.imdb.com/name/nm0000422/?ref_=tt_cst_t_2,Julianne Moore,https://www.imdb.com/name/nm0000194/?ref_=tt_cst_t_3
218,Spotlight,2015,R,2h 9m,8.1,"Biography, Crime, Drama",https://www.imdb.com/title/tt1895587/,https://www.imdb.com/title/tt1895587/,1225,2,0,Mark Ruffalo,https://www.imdb.com/name/nm0749263/?ref_=tt_cst_t_1,Michael Keaton,https://www.imdb.com/name/nm0000474/?ref_=tt_cst_t_2,Rachel McAdams,https://www.imdb.com/name/nm1046097/?ref_=tt_cst_t_3
219,Det sjunde inseglet,1957,Not Rated,1h 36m,8.1,"Drama, Fantasy",https://www.imdb.com/title/tt0050976/,https://www.imdb.com/title/tt0050976/,2132,0,0,Max von Sydow,https://www.imdb.com/name/nm0001884/?ref_=tt_cst_t_1,Gunnar Björnstrand,https://www.imdb.com/name/nm0085038/?ref_=tt_cst_t_2,Bengt Ekerot,https://www.imdb.com/name/nm0252345/?ref_=tt_cst_t_3
220,The Terminator,1984,R,1h 47m,8.1,"Action, Adventure, Sci-Fi",https://www.imdb.com/title/tt0088247/,https://www.imdb.com/title/tt0088247/,514,0,0,Arnold Schwarzenegger,https://www.imdb.com/name/nm0000216/?ref_=tt_cst_t_1,Linda Hamilton,https://www.imdb.com/name/nm0000157/?ref_=tt_cst_t_2,Michael Biehn,https://www.imdb.com/name/nm0000299/?ref_=tt_cst_t_3
221,Room,2015,R,1h 58m,8.1,"Drama, Thriller",https://www.imdb.com/title/tt3170832/,https://www.imdb.com/title/tt3170832/,1379,1,0,Brie Larson,https://www.imdb.com/name/nm0488953/?ref_=tt_cst_t_1,Jacob Tremblay,https://www.imdb.com/name/nm5016878/?ref_=tt_cst_t_2,Sean Bridgers,https://www.imdb.com/name/nm0108703/?ref_=tt_cst_t_3
222,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,2h 23m,8.1,"Action, Adventure, Fantasy",https://www.imdb.com/title/tt0325980/,https://www.imdb.com/title/tt0325980/,257,0,5,Johnny Depp,https://www.imdb.com/name/nm0000136/?ref_=tt_cst_t_1,Geoffrey Rush,https://www.imdb.com/name/nm0001691/?ref_=tt_cst_t_2,Orlando Bloom,https://www.imdb.com/name/nm0089217/?ref_=tt_cst_t_3
223,Jai Bhim,2021,Approved,2h 44m,8.7,"Crime, Drama",https://www.imdb.com/title/tt15097216/,https://www.imdb.com/title/tt15097216/,4105,0,0,Suriya,https://www.imdb.com/name/nm1421814/?ref_=tt_cst_t_1,Lijo Mol Jose,https://www.imdb.com/name/nm7934649/?ref_=tt_cst_t_2,Manikandan K.,https://www.imdb.com/name/nm8904193/?ref_=tt_cst_t_3
224,Hotel Rwanda,2004,PG-13,2h 1m,8.1,"Biography, Drama, History",https://www.imdb.com/title/tt0395169/,https://www.imdb.com/title/tt0395169/,3131,0,3,Don Cheadle,https://www.imdb.com/name/nm0000332/?ref_=tt_cst_t_1,Sophie Okonedo,https://www.imdb.com/name/nm0645683/?ref_=tt_cst_t_2,Joaquin Phoenix,https://www.imdb.com/name/nm0001618/?ref_=tt_cst_t_3
225,Platoon,1986,R,2h,8.1,"Drama, War",https://www.imdb.com/title/tt0091763/,https://www.imdb.com/title/tt0091763/,899,4,0,Charlie Sheen,https://www.imdb.com/name/nm0000221/?ref_=tt_cst_t_1,Tom Berenger,https://www.imdb.com/name/nm0000297/?ref_=tt_cst_t_2,Willem Dafoe,https://www.imdb.com/name/nm0000353/?ref_=tt_cst_t_3
226,La haine,1995,Not Rated,1h 38m,8.1,"Crime, Drama",https://www.imdb.com/title/tt0113247/,https://www.imdb.com/title/tt0113247/,2056,0,0,Vincent Cassel,https://www.imdb.com/name/nm0001993/?ref_=tt_cst_t_1,Hubert Koundé,https://www.imdb.com/name/nm0468003/?ref_=tt_cst_t_2,Saïd Taghmaoui,https://www.imdb.com/name/nm0846548/?ref_=tt_cst_t_3
227,Before Sunset,2004,R,1h 20m,8.1,"Drama, Romance",https://www.imdb.com/title/tt0381681/,https://www.imdb.com/title/tt0381681/,1896,0,1,Ethan Hawke,https://www.imdb.com/name/nm0000160/?ref_=tt_cst_t_1,Julie Delpy,https://www.imdb.com/name/nm0000365/?ref_=tt_cst_t_2,Vernon Dobtcheff,https://www.imdb.com/name/nm0229943/?ref_=tt_cst_t_3
228,The Best Years of Our Lives,1946,Approved,2h 50m,8.1,"Drama, Romance, War",https://www.imdb.com/title/tt0036868/,https://www.imdb.com/title/tt0036868/,0,7,0,Myrna Loy,https://www.imdb.com/name/nm0001485/?ref_=tt_cst_t_1,Dana Andrews,https://www.imdb.com/name/nm0000763/?ref_=tt_cst_t_2,Fredric March,https://www.imdb.com/name/nm0545298/?ref_=tt_cst_t_3
229,La passion de Jeanne d&apos;Arc,1928,Passed,1h 54m,8.1,"Biography, Drama, History",https://www.imdb.com/title/tt0019254/,https://www.imdb.com/title/tt0019254/,0,0,0,Maria Falconetti,https://www.imdb.com/name/nm0266029/?ref_=tt_cst_t_1,Eugene Silvain,https://www.imdb.com/name/nm0798564/?ref_=tt_cst_t_2,André Berley,https://www.imdb.com/name/nm0075551/?ref_=tt_cst_t_3
230,The Exorcist,1973,R,2h 2m,8.1,Horror,https://www.imdb.com/title/tt0070047/,https://www.imdb.com/title/tt0070047/,773,2,0,Ellen Burstyn,https://www.imdb.com/name/nm0000995/?ref_=tt_cst_t_1,Max von Sydow,https://www.imdb.com/name/nm0001884/?ref_=tt_cst_t_2,Linda Blair,https://www.imdb.com/name/nm0000304/?ref_=tt_cst_t_3
231,The Wizard of Oz,1939,G,1h 42m,8.1,"Adventure, Family, Fantasy",https://www.imdb.com/title/tt0032138/,https://www.imdb.com/title/tt0032138/,358,2,0,Judy Garland,https://www.imdb.com/name/nm0000023/?ref_=tt_cst_t_1,Frank Morgan,https://www.imdb.com/name/nm0604656/?ref_=tt_cst_t_2,Ray Bolger,https://www.imdb.com/name/nm0001961/?ref_=tt_cst_t_3
232,The Incredibles,2004,PG,1h 55m,8.0,"Animation, Action, Adventure",https://www.imdb.com/title/tt0317705/,https://www.imdb.com/title/tt0317705/,788,2,0,Craig T. Nelson,https://www.imdb.com/name/nm0005266/?ref_=tt_cst_t_1,Samuel L. Jackson,https://www.imdb.com/name/nm0000168/?ref_=tt_cst_t_2,Holly Hunter,https://www.imdb.com/name/nm0000456/?ref_=tt_cst_t_3
233,Rush,2013,R,2h 3m,8.1,"Biography, Drama, Sport",https://www.imdb.com/title/tt1979320/,https://www.imdb.com/title/tt1979320/,1685,1,0,Daniel Brühl,https://www.imdb.com/name/nm0117709/?ref_=tt_cst_t_1,Chris Hemsworth,https://www.imdb.com/name/nm1165110/?ref_=tt_cst_t_2,Olivia Wilde,https://www.imdb.com/name/nm1312575/?ref_=tt_cst_t_3
234,The Sound of Music,1965,G,2h 52m,8.1,"Biography, Drama, Family",https://www.imdb.com/title/tt0059742/,https://www.imdb.com/title/tt0059742/,477,5,0,Julie Andrews,https://www.imdb.com/name/nm0000267/?ref_=tt_cst_t_1,Christopher Plummer,https://www.imdb.com/name/nm0001626/?ref_=tt_cst_t_2,Eleanor Parker,https://www.imdb.com/name/nm0662223/?ref_=tt_cst_t_3
235,Hachi: A Dog&apos;s Tale,2009,G,1h 33m,8.1,"Biography, Drama, Family",https://www.imdb.com/title/tt1028532/,https://www.imdb.com/title/tt1028532/,2530,0,0,Richard Gere,https://www.imdb.com/name/nm0000152/?ref_=tt_cst_t_1,Joan Allen,https://www.imdb.com/name/nm0000260/?ref_=tt_cst_t_2,Cary-Hiroyuki Tagawa,https://www.imdb.com/name/nm0846480/?ref_=tt_cst_t_3
236,Stand by Me,1986,R,1h 29m,8.1,"Adventure, Comedy, Drama",https://www.imdb.com/title/tt0092005/,https://www.imdb.com/title/tt0092005/,391,0,1,Wil Wheaton,https://www.imdb.com/name/nm0000696/?ref_=tt_cst_t_1,River Phoenix,https://www.imdb.com/name/nm0000203/?ref_=tt_cst_t_2,Corey Feldman,https://www.imdb.com/name/nm0000397/?ref_=tt_cst_t_3
237,Network,1976,R,2h 1m,8.1,Drama,https://www.imdb.com/title/tt0074958/,https://www.imdb.com/title/tt0074958/,2583,4,0,Faye Dunaway,https://www.imdb.com/name/nm0001159/?ref_=tt_cst_t_1,William Holden,https://www.imdb.com/name/nm0000034/?ref_=tt_cst_t_2,Peter Finch,https://www.imdb.com/name/nm0002075/?ref_=tt_cst_t_3
238,Babam ve Oglum,2005,Not Rated,1h 52m,8.2,"Drama, Family",https://www.imdb.com/title/tt0476735/,https://www.imdb.com/title/tt0476735/,0,0,0,Çetin Tekindor,https://www.imdb.com/name/nm1002038/?ref_=tt_cst_t_1,Fikret Kuskan,https://www.imdb.com/name/nm0476334/?ref_=tt_cst_t_2,Hümeyra,https://www.imdb.com/name/nm0406157/?ref_=tt_cst_t_3
239,Ah-ga-ssi,2016,Not Rated,2h 25m,8.1,"Drama, Romance, Thriller",https://www.imdb.com/title/tt4016934/,https://www.imdb.com/title/tt4016934/,339,1,0,Kim Min-hee,https://www.imdb.com/name/nm1195119/?ref_=tt_cst_t_1,Ha Jung-woo,https://www.imdb.com/name/nm1978402/?ref_=tt_cst_t_2,Cho Jin-woong,https://www.imdb.com/name/nm2437361/?ref_=tt_cst_t_3
240,To Be or Not to Be,1942,Approved,1h 39m,8.1,"Comedy, Romance, War",https://www.imdb.com/title/tt0035446/,https://www.imdb.com/title/tt0035446/,3163,0,1,Carole Lombard,https://www.imdb.com/name/nm0001479/?ref_=tt_cst_t_1,Jack Benny,https://www.imdb.com/name/nm0000912/?ref_=tt_cst_t_2,Robert Stack,https://www.imdb.com/name/nm0821041/?ref_=tt_cst_t_3
241,The Iron Giant,1999,PG,1h 26m,8.1,"Animation, Action, Adventure",https://www.imdb.com/title/tt0129167/,https://www.imdb.com/title/tt0129167/,2157,1,0,Eli Marienthal,https://www.imdb.com/name/nm0547349/?ref_=tt_cst_t_1,Harry Connick Jr.,https://www.imdb.com/name/nm0001065/?ref_=tt_cst_t_2,Jennifer Aniston,https://www.imdb.com/name/nm0000098/?ref_=tt_cst_t_3
242,La battaglia di Algeri,1966,Not Rated,2h 1m,8.1,"Drama, War",https://www.imdb.com/title/tt0058946/,https://www.imdb.com/title/tt0058946/,0,0,3,Brahim Hadjadj,https://www.imdb.com/name/nm0352835/?ref_=tt_cst_t_1,Jean Martin,https://www.imdb.com/name/nm0552483/?ref_=tt_cst_t_2,Yacef Saadi,https://www.imdb.com/name/nm0754272/?ref_=tt_cst_t_3
243,Into the Wild,2007,R,2h 28m,8.1,"Adventure, Biography, Drama",https://www.imdb.com/title/tt0758758/,https://www.imdb.com/title/tt0758758/,702,0,2,Emile Hirsch,https://www.imdb.com/name/nm0386472/?ref_=tt_cst_t_1,Vince Vaughn,https://www.imdb.com/name/nm0000681/?ref_=tt_cst_t_2,Catherine Keener,https://www.imdb.com/name/nm0001416/?ref_=tt_cst_t_3
244,The Grapes of Wrath,1940,Approved,2h 9m,8.1,Drama,https://www.imdb.com/title/tt0032551/,https://www.imdb.com/title/tt0032551/,0,2,0,Henry Fonda,https://www.imdb.com/name/nm0000020/?ref_=tt_cst_t_1,Jane Darwell,https://www.imdb.com/name/nm0002034/?ref_=tt_cst_t_2,John Carradine,https://www.imdb.com/name/nm0001017/?ref_=tt_cst_t_3
245,Groundhog Day,1993,PG,1h 41m,8.0,"Comedy, Drama, Fantasy",https://www.imdb.com/title/tt0107048/,https://www.imdb.com/title/tt0107048/,508,1,0,Bill Murray,https://www.imdb.com/name/nm0000195/?ref_=tt_cst_t_1,Andie MacDowell,https://www.imdb.com/name/nm0000510/?ref_=tt_cst_t_2,Chris Elliott,https://www.imdb.com/name/nm0254402/?ref_=tt_cst_t_3
246,Amores perros,2000,R,2h 34m,8.0,"Drama, Thriller",https://www.imdb.com/title/tt0245712/,https://www.imdb.com/title/tt0245712/,3056,0,1,Emilio Echevarría,https://www.imdb.com/name/nm0248408/?ref_=tt_cst_t_1,Gael García Bernal,https://www.imdb.com/name/nm0305558/?ref_=tt_cst_t_2,Goya Toledo,https://www.imdb.com/name/nm0865949/?ref_=tt_cst_t_3
247,The Help,2011,PG-13,2h 26m,8.1,Drama,https://www.imdb.com/title/tt1454029/,https://www.imdb.com/title/tt1454029/,475,1,0,Viola Davis,https://www.imdb.com/name/nm0205626/?ref_=tt_cst_t_1,Emma Stone,https://www.imdb.com/name/nm1297015/?ref_=tt_cst_t_2,Octavia Spencer,https://www.imdb.com/name/nm0818055/?ref_=tt_cst_t_3
248,Un condamné à mort s&apos;est échappé ou Le vent souffle où il veut,1956,Not Rated,1h 41m,8.2,"Drama, Thriller, War",https://www.imdb.com/title/tt0049902/,https://www.imdb.com/title/tt0049902/,0,0,1,François Leterrier,https://www.imdb.com/name/nm0504641/?ref_=tt_cst_t_1,Charles Le Clainche,https://www.imdb.com/name/nm0494179/?ref_=tt_cst_t_2,Maurice Beerblock,https://www.imdb.com/name/nm0066519/?ref_=tt_cst_t_3
249,Koe no katachi,2016,Not Rated,2h 10m,8.1,"Animation, Drama",https://www.imdb.com/title/tt5323662/,https://www.imdb.com/title/tt5323662/,1228,0,0,Miyu Irino,https://www.imdb.com/name/nm0997115/?ref_=tt_cst_t_1,Saori Hayami,https://www.imdb.com/name/nm2977461/?ref_=tt_cst_t_2,Aoi Yûki,https://www.imdb.com/name/nm2976492/?ref_=tt_cst_t_3
250,Rebecca,1940,Approved,2h 10m,8.1,"Drama, Mystery, Romance",https://www.imdb.com/title/tt0032976/,https://www.imdb.com/title/tt0032976/,3133,2,0,Laurence Olivier,https://www.imdb.com/name/nm0000059/?ref_=tt_cst_t_1,Joan Fontaine,https://www.imdb.com/name/nm0000021/?ref_=tt_cst_t_2,George Sanders,https://www.imdb.com/name/nm0001695/?ref_=tt_cst_t_3
